sample_id,Ca,Mg,Na,Cl,F_Ca_prec,F_Ca_prec_pct25,F_Ca_prec_pct75,F_Mg_prec,F_Mg_prec_pct25,F_Mg_prec_pct75,F_Na_prec,F_Na_prec_pct25,F_Na_prec_pct75,F_Cl_prec,F_Cl_prec_pct25,F_Cl_prec_pct75,F_Ca_bslt,F_Ca_bslt_pct25,F_Ca_bslt_pct75,F_Mg_bslt,F_Mg_bslt_pct25,F_Mg_bslt_pct75,F_Na_bslt,F_Na_bslt_pct25,F_Na_bslt_pct75,F_Cl_bslt,F_Cl_bslt_pct25,F_Cl_bslt_pct75,F_Ca_carb,F_Ca_carb_pct25,F_Ca_carb_pct75,F_Mg_carb,F_Mg_carb_pct25,F_Mg_carb_pct75,F_Na_carb,F_Na_carb_pct25,F_Na_carb_pct75,F_Cl_carb,F_Cl_carb_pct25,F_Cl_carb_pct75,F_Ca_flsc,F_Ca_flsc_pct25,F_Ca_flsc_pct75,F_Mg_flsc,F_Mg_flsc_pct25,F_Mg_flsc_pct75,F_Na_flsc,F_Na_flsc_pct25,F_Na_flsc_pct75,F_Cl_flsc,F_Cl_flsc_pct25,F_Cl_flsc_pct75,F_Ca_umfc,F_Ca_umfc_pct25,F_Ca_umfc_pct75,F_Mg_umfc,F_Mg_umfc_pct25,F_Mg_umfc_pct75,F_Na_umfc,F_Na_umfc_pct25,F_Na_umfc_pct75,F_Cl_umfc,F_Cl_umfc_pct25,F_Cl_umfc_pct75,F_norm_prec,F_norm_25_prec,F_norm_75_prec,F_norm_bslt,F_norm_25_bslt,F_norm_75_bslt,F_norm_carb,F_norm_25_carb,F_norm_75_carb,F_norm_flsc,F_norm_25_flsc,F_norm_75_flsc,F_norm_umfc,F_norm_25_umfc,F_norm_75_umfc
lawis_river_zam23,203.6279255,839.4157581,124.1231974,775.2604857,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
masinloc_river_zam23,185.2886871,643.2009875,131.4580737,745.3642851,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
salasa_river_zam23,182.9183093,501.2548858,158.7680256,85.00832088,0.284323007,0.22417358,0.373531656,0.031043091,0.02335867,0.039096869,0.344885552,0.269674933,0.476446172,0.999999961,0.999999925,0.999999989,0.069171237,3.29E-06,0.184593886,0.019831314,1.25E-06,0.053879441,0.013876321,1.02E-06,0.049753836,0,0,0,0.05378066,2.14E-06,0.175210649,0.001117585,5.19E-08,0.004237336,0,0,0,0,0,0,0.172272346,0.078897759,0.312329969,0.039711998,0.021913854,0.071232595,0.593832108,0.452781561,0.67421714,0,0,0,0.272853034,0.119610336,0.446617203,0.870003275,0.841725881,0.900526314,0.013308161,0.006337693,0.019800583,0,0,0,0.146043923,0.118055692,0.190242741,0.030829357,1.66E-06,0.084374907,0.012361381,4.98E-07,0.040435641,0.173721159,0.133300116,0.227455906,0.582623087,0.543941382,0.624677679
bagsit_river_zam23,126.0791457,611.0676815,119.8148478,14.54827518,0.075211496,0.058469645,0.100733513,0.004277941,0.003120777,0.005832872,0.080166504,0.062437371,0.103435395,0.999999794,0.999476514,0.999999911,0.104605604,2.61E-06,0.237445288,0.018922869,3.79E-07,0.042655304,0.012384286,4.10E-07,0.059406241,0,0,0,0.080014133,2.04E-06,0.208915741,0.001068869,2.49E-08,0.002696166,0,0,0,0,0,0,0.217678063,0.100264793,0.416022292,0.040333502,0.021093649,0.06040631,0.852011234,0.804650218,0.885314082,0,0,0,0.352563538,0.155387045,0.627299874,0.911885759,0.883144378,0.935552618,0.023042085,0.011601461,0.03431861,0,0,0,0.025234583,0.020088741,0.032534923,0.032301442,7.43E-07,0.076177928,0.012527888,3.18E-07,0.032659665,0.182355106,0.156831754,0.217062156,0.70622659,0.673730284,0.745889907
bucao_river_zam23,566.919507,759.4733594,459.8896208,3025.086735,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
maloma_river_zam23,214.6813713,685.7848179,233.0781556,91.43372916,0.270066838,0.199039335,0.358458275,0.024277486,0.018513181,0.031818626,0.266050028,0.205236788,0.359653691,0.999999949,0.995995108,0.999999981,0.05959486,2.74E-06,0.180871009,0.015369382,7.41E-07,0.051493486,0.00709078,5.29E-07,0.038065586,0,0,0,0.045498054,2.07E-06,0.164047986,0.000909347,4.08E-08,0.003368873,0,0,0,0,0,0,0.182430372,0.08000478,0.363932998,0.051817123,0.031684344,0.076634896,0.680828175,0.587457934,0.748873737,0,0,0,0.279711979,0.125808805,0.486127996,0.873037047,0.838839458,0.901647306,0.01310564,0.006450072,0.019020711,0,0,0,0.121123803,0.096095242,0.159357943,0.024399461,1.14E-06,0.076974057,0.009087959,4.15E-07,0.033211053,0.206206851,0.178178294,0.24826968,0.584740246,0.554424065,0.623017908
bulsa_river_us_zam24,354.2310564,499.7943094,215.7534044,33.88429752,0.065209335,0.048414477,0.083957548,0.012290703,0.009242458,0.017059885,0.103659121,0.079020882,0.137078037,0.999999924,0.999999889,0.999999957,0.245962375,0.170426055,0.283446505,0.14789456,0.089671382,0.201944054,0.094229762,0.025000327,0.1702893,0,0,0,0.265751831,0.122621139,0.379697068,0.011813478,0.005842234,0.017452566,0,0,0,0,0,0,0.222797884,0.090259066,0.432674137,0.097129324,0.049657206,0.151036121,0.778635106,0.703252517,0.844010059,0,0,0,0.142172429,0.061321966,0.247534016,0.720636133,0.660762612,0.779809635,0.007507639,0.003628129,0.012207006,0,0,0,0.048395062,0.038126694,0.063119116,0.183956677,0.120806045,0.211962593,0.094118156,0.04331037,0.13386671,0.275409803,0.218515087,0.377482403,0.388489243,0.346835262,0.433139429
camiling_river_us_zam24,351.6983904,703.5567402,138.4346965,31.38521423,0.057420283,0.044342936,0.07616581,0.008285116,0.006252243,0.010891656,0.146001871,0.111044793,0.201756115,0.999999905,0.999999846,0.99999995,0.237322459,0.181783674,0.288070602,0.104124388,0.06244512,0.146099867,0.139394382,0.055098074,0.238108015,0,0,0,0.23139671,0.120623413,0.377857602,0.007170578,0.003791588,0.011988265,0,0,0,0,0,0,0.140748306,0.053794581,0.298914206,0.036764525,0.020356563,0.060162102,0.672649634,0.556345373,0.75629544,0,0,0,0.249047244,0.121735231,0.391468481,0.833139121,0.78948745,0.872238801,0.02002482,0.009860102,0.031511402,0,0,0,0.039206707,0.031103478,0.052230611,0.153858592,0.11421823,0.191572154,0.072182449,0.037702239,0.118195121,0.140001974,0.103955434,0.198027993,0.563043361,0.511836858,0.622690922
camiling_river_ds_zam24,366.0465834,738.6850529,129.7639819,42.08388571,0.071968679,0.056535415,0.093374862,0.010191089,0.007441129,0.013631002,0.216006062,0.161486148,0.278314261,0.999999922,0.999999882,0.999999964,0.225537005,0.176960927,0.276400087,0.100839919,0.064684156,0.137185719,0.168274117,0.0816487,0.254286512,0,0,0,0.267385465,0.137709037,0.389792649,0.008371604,0.00452356,0.012651323,0,0,0,0,0,0,0.109020055,0.046524001,0.23083632,0.026470123,0.01487616,0.049401959,0.569778232,0.469813414,0.680321936,0,0,0,0.256315023,0.121182786,0.415790742,0.845294288,0.803517271,0.876564626,0.021152617,0.009944303,0.035915156,0,0,0,0.04922476,0.040112902,0.062283809,0.153058775,0.108410584,0.181261852,0.084467083,0.043725214,0.123417194,0.109123417,0.082589033,0.157358639,0.577874928,0.529910801,0.634435388
malabobo_river_zam24,438.9480099,633.4656573,103.0226996,40.71869799,0.061371486,0.048092727,0.080501034,0.012124125,0.008957558,0.016078152,0.254619039,0.189956328,0.334746948,0.999999928,0.999999892,0.999999961,0.219423307,0.170121206,0.26365075,0.134296043,0.090712283,0.192427978,0.236619309,0.143731642,0.2960711,0,0,0,0.444505745,0.337790939,0.545199374,0.020183685,0.014877794,0.02517679,0,0,0,0,0,0,0.068833499,0.027062846,0.138276676,0.02285076,0.012753514,0.041053628,0.460216239,0.377513419,0.570706681,0,0,0,0.163465954,0.065625139,0.268031093,0.799620738,0.738224575,0.848557734,0.025418323,0.014221675,0.03747304,0,0,0,0.052603036,0.042079907,0.068590672,0.178676559,0.139402835,0.216005648,0.177604499,0.134800522,0.216854287,0.080764585,0.057075802,0.11065525,0.492430076,0.443584259,0.543173745
bayaoas_river_zam24,580.7406849,911.3257486,158.5841839,42.65647477,0.047823093,0.038298901,0.06418031,0.008596266,0.006475259,0.011521216,0.171396152,0.129995235,0.227983843,0.999999894,0.999999847,0.999999942,0.244833155,0.20848663,0.27604824,0.139794813,0.098482588,0.188901351,0.246052383,0.149354702,0.303681042,0,0,0,0.385138722,0.279206116,0.498755041,0.015780861,0.011102313,0.019700219,0,0,0,0,0,0,0.086329262,0.034692459,0.1814735,0.02943293,0.017024371,0.046899291,0.535674687,0.465842987,0.658490069,0,0,0,0.172992226,0.077870421,0.307135643,0.798190441,0.740307672,0.844644613,0.021834945,0.011182182,0.033946476,0,0,0,0.038163735,0.03060728,0.051092347,0.188097178,0.156091091,0.219519376,0.144283663,0.104006485,0.186653648,0.100895044,0.076602089,0.139885814,0.508710162,0.457076958,0.555792989
mapita_river_zam24,764.9618783,896.6391068,214.9090846,45.2768454,0.039141305,0.029963883,0.050628805,0.009215812,0.007072895,0.012741555,0.134546724,0.098793659,0.181463582,0.999999886,0.999999837,0.999999934,0.246936655,0.216265416,0.271502787,0.184573613,0.139903417,0.238046668,0.232657145,0.134956204,0.306745943,0,0,0,0.443076295,0.326480573,0.546141855,0.023837203,0.017616868,0.031194335,0,0,0,0,0,0,0.095190415,0.036482766,0.221664759,0.04751425,0.024782482,0.075070823,0.601431924,0.524532278,0.714121232,0,0,0,0.13292844,0.066651202,0.205424338,0.723199974,0.657759762,0.778754702,0.014421919,0.006984494,0.021028544,0,0,0,0.034629791,0.028737314,0.046088964,0.217855013,0.192705174,0.242978325,0.19315692,0.141418462,0.238295373,0.134867392,0.100903015,0.194938642,0.402594652,0.35032092,0.446502193
dumoloc_river_zam24,711.8157832,1003.114462,222.7667559,66.09313739,0.061193612,0.048258061,0.083698353,0.012327182,0.009110095,0.016366428,0.189319828,0.146201592,0.267886483,0.999999928,0.999999899,0.999999961,0.245382094,0.210373756,0.272748318,0.157179526,0.113607756,0.212451291,0.217832929,0.128738964,0.280833926,0,0,0,0.387769223,0.266218009,0.500626657,0.017781742,0.012360172,0.023257896,0,0,0,0,0,0,0.103858129,0.038235099,0.2012939,0.033705373,0.019685188,0.058680364,0.540497272,0.460576979,0.657774769,0,0,0,0.148314441,0.063038761,0.256889481,0.771968103,0.709064329,0.81701101,0.017603766,0.009230558,0.025706355,0,0,0,0.051626175,0.040390931,0.069420364,0.19839035,0.171474969,0.23049881,0.152659875,0.104974704,0.196089535,0.118944183,0.093020702,0.163781952,0.45234705,0.405856742,0.504546283
pmb4_zam24,742.551655,2440.944575,82.11714029,59.10078132,0.051885114,0.040521832,0.066006483,0.004413436,0.00326755,0.005783949,0.45866259,0.347629159,0.604048267,0.999999826,0.999999679,0.999999927,0.062039199,0.015861629,0.114839054,0.015597306,0.004053206,0.03497863,0.142535041,0.037142596,0.213397489,0,0,0,0.339978691,0.116505659,0.574526544,0.006465342,0.002149886,0.011243917,0,0,0,0,0,0,0.009892539,0.00298252,0.023838097,0.001950643,0.000775659,0.003805609,0.214324874,0.124653031,0.309775019,0,0,0,0.459876527,0.231125658,0.748441992,0.960983191,0.939525026,0.972970084,0.146202813,0.078179098,0.215653127,0,0,0,0.026416225,0.021749293,0.035119559,0.031020138,0.008537169,0.059157709,0.082761574,0.028222958,0.139126425,0.009586124,0.005910484,0.016370707,0.822055745,0.758436794,0.893707084
pmb34_zam24,660.0642772,2255.806806,70.55992971,67.71500296,0.063564336,0.048822712,0.08432504,0.005492961,0.003922419,0.007013472,0.589162537,0.463739051,0.758269055,0.999999788,0.997800462,0.999999917,0.029112814,3.22E-06,0.076343712,0.006886721,8.49E-07,0.021410192,0.064109056,3.62E-06,0.175616106,0,0,0,0.325781747,0.062216174,0.59652705,0.006040455,0.001157645,0.010874594,0,0,0,0,0,0,0.005846434,0.000918855,0.017356545,0.001050745,0.000220726,0.002589306,0.14673479,0.033815143,0.240904375,0,0,0,0.538216807,0.231923268,0.822969373,0.965676192,0.939319907,0.976985378,0.146657903,0.069459039,0.223177052,0,0,0,0.031517026,0.026328459,0.039808912,0.014984926,1.44E-06,0.037377296,0.076342065,0.014698038,0.1407239,0.006380313,0.001551171,0.011018661,0.852402706,0.77676907,0.904266762
